,BRK-B,ARKK,VTV,MTUM,QUAL,IWM,USMV,Project-1 multi-asset portfolio
2019-04-30,0.07664960113636175,0.008385791662163236,0.03153397780765465,0.02045292783629148,0.0358443679167808,0.031866710855796614,0.019669049599795308,0.01634334493762667
2019-05-31,-0.09111300330995532,-0.13954179034473546,-0.06538089235545032,-0.024068292521709177,-0.06792519627932393,-0.08062647507613642,-0.018245242583287757,-0.024912533542046155
2019-06-30,0.07797915178847095,0.17620147592876692,0.06936254564453706,0.059408198896816276,0.0689301528249611,0.06804866656657851,0.048035180820711586,0.04884485341227498
2019-07-31,-0.0382090751965478,0.008104231865335721,0.006394430757043836,0.016059411639410173,0.011874921802702122,0.004916775450274371,0.014785455166201457,0.003138849999705386
2019-08-31,-0.011432980020886507,-0.08703127942359264,-0.03128538999003667,0.0010505971160606378,-0.01939369252265517,-0.05090995134878191,0.014333666012565516,0.016440038931274038
2019-09-30,0.020863588453640582,-0.034065413470631724,0.032782098557286,-0.013183611238826585,0.016715396424247488,0.018570549505850378,0.008037198173272999,0.0018613371406943874
2019-10-31,0.020420956950953084,0.02974274707123442,0.017492894844475082,0.004956945506113421,0.020578099230590674,0.025657646723068306,-0.003840191158902605,0.017781210798099967
2019-11-30,0.03511574538624016,0.13897634965986358,0.03317673584745249,0.03171136955193141,0.04337844057228266,0.03945599133596454,0.012717066236175169,0.009651785731398778
2019-12-31,0.026743426519996907,-0.0052600921478285646,0.025024954372909816,0.015565486667307683,0.026959613768465854,0.026465276969203824,0.016332570881171307,0.017680697839703566
2020-01-31,-0.010439105184188256,0.033665043773714785,-0.02633117091606788,0.036132348432233195,-0.00813166512712363,-0.032325611381443554,0.022175890970912073,0.014853613147266822
2020-02-29,-0.08180418361294531,0.018877275821160035,-0.0983331417349779,-0.0730562697639078,-0.08454176681006889,-0.08965698786197154,-0.08862901431532769,-0.033527122754511994
2020-03-31,-0.11513813571818235,-0.1684975471090994,-0.14947673347034654,-0.1165344575877916,-0.11509997678292164,-0.21597074101542504,-0.11421079528077674,-0.060896824042683616
2020-04-30,0.024777108428204242,0.2575000544032171,0.10666962934624635,0.11701702352744481,0.12277910136458137,0.13847624845828443,0.09368626269226499,0.07961700502565616
2020-05-31,-0.009600420439252143,0.13526958774603992,0.028714861148948268,0.058585215532173315,0.056060054918992894,0.06581966971946239,0.043069138068997134,0.03182331766476752
2020-06-30,-0.03819681676075816,0.13504798166730958,-0.01019199497279134,0.04314415397011938,0.001774241438247326,0.03419939810334703,-0.011210323467746097,0.024948935063398448
2020-07-31,0.09664530728754016,0.12695099743965166,0.03725321181733142,0.07005236864639917,0.04942059089666338,0.029093656026152093,0.045587073224892624,0.051067126541124205
2020-08-31,0.11359902260511133,0.18603907267819708,0.04171590784900546,0.09470012142551341,0.06854014236220006,0.05466422748296339,0.027186900476077403,0.029909595210931162
2020-09-30,-0.023490162363625788,-0.035031288971217336,-0.022256220089230127,-0.03812491904799144,-0.03161034437133205,-0.032713152000202986,-0.016751153049664246,-0.023530110146965277
2020-10-31,-0.051945629841014376,-0.013252086829470777,-0.018280148100861215,-0.04195926508313842,-0.02603053596726158,0.021930692520703222,-0.03258100306197699,-0.020649555336703995
2020-11-30,0.13367915097646477,0.23759130100524706,0.12747028693845963,0.10618050972312675,0.11281457329566667,0.18234185649251344,0.08082766054412359,0.06503732218600054
2020-12-31,0.012830808648482506,0.1254828243920405,0.03500644075037028,0.0342706972975859,0.03695871228782231,0.08636460535038369,0.02297847268666441,0.03133263625748127
2021-01-31,-0.017251046207933718,0.10402444307522485,-0.007901827419067753,0.015934258475245544,-0.02831080209261716,0.04845448839149058,-0.027254120177254815,-0.01093096976149277
2021-02-28,0.055470222760781285,-0.05151343792009366,0.04999170321780344,-0.005858755668749049,0.03196949053435261,0.06202572592196676,-0.0037858625741983287,-0.004235848402300069
2021-03-31,0.062201185212874766,-0.07985574611697455,0.06666588105007176,-0.011940440157674037,0.04979664251463456,0.01395036029014296,0.05608365314122832,0.00939497896913477
2021-04-30,0.07625165731102479,0.006836158900844991,0.03438287315982724,0.07055823512479042,0.04803748615657444,0.017878062078458656,0.03989014870157237,0.037388592105451535
2021-05-31,0.05270045314078553,-0.07178931314712544,0.029195441276591128,-0.010568511375210643,0.010107386409634822,0.0027123359035696737,0.008755770843720478,0.014091090560358399
2021-06-30,-0.03980095673197037,0.1666370059483806,-0.012431981570480866,0.018595149894702123,0.033647242043687076,0.01868993002860475,0.017162576880095815,0.0133823564020219
